Label 0 1 2 3 4 5 6 7 8 9 
0 6 15 20 1 22 19 2 27 5 5 
0 23 16 14 1 13 20 24 27 5 2 
0 10 15 7 1 29 19 27 27 27 1 
0 15 15 22 1 13 19 4 27 7 1 
0 15 15 24 1 13 19 16 27 7 1 
0 28 15 24 1 22 19 16 27 7 1 
0 15 16 24 1 24 19 16 27 12 1 
0 28 15 24 1 11 19 22 27 3 0 
0 23 16 26 1 22 19 4 20 16 0 
0 27 16 22 1 17 19 16 16 25 0 
0 14 16 22 1 11 19 24 16 26 0 
0 12 16 25 3 11 19 1 14 5 0 
0 23 16 24 9 13 19 25 14 4 0 
